date,geoid,county,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
2022-01-01,USA-06037,Los Angeles,California,0,14477.57,144.21,0,14.86,0.15
2022-01-02,USA-06037,Los Angeles,California,44710,17894.14,178.24,3,13.43,0.13
2022-01-03,USA-06037,Los Angeles,California,16230,19154.29,190.8,7,13.14,0.13
2022-01-04,USA-06037,Los Angeles,California,22632,21037.29,209.55,24,13.57,0.14
2022-01-05,USA-06037,Los Angeles,California,26674,22493.14,224.06,27,13.86,0.14
2022-01-06,USA-06037,Los Angeles,California,37094,24911.0,248.14,30,14.71,0.15
2022-01-07,USA-06037,Los Angeles,California,43604,27277.71,271.71,28,17.0,0.17
2022-01-08,USA-06037,Los Angeles,California,34364,28163.5,280.54,16,16.88,0.17
2022-01-09,USA-06037,Los Angeles,California,45553,32307.29,321.81,13,20.71,0.21
2022-01-10,USA-06037,Los Angeles,California,43521,36206.0,360.65,13,21.57,0.21
2022-01-11,USA-06037,Los Angeles,California,35244,38007.71,378.6,14,20.14,0.2
2022-01-12,USA-06037,Los Angeles,California,40373,39964.71,398.09,38,21.71,0.22
2022-01-13,USA-06037,Los Angeles,California,44942,41085.86,409.26,135,36.71,0.37
2022-01-14,USA-06037,Los Angeles,California,40485,40640.29,404.82,0,36.71,0.37
2022-01-15,USA-06037,Los Angeles,California,41656,41682.0,415.2,23,33.71,0.34
2022-01-16,USA-06037,Los Angeles,California,43838,41437.0,412.76,51,39.14,0.39
2022-01-17,USA-06037,Los Angeles,California,31543,39725.86,395.71,27,41.14,0.41
2022-01-18,USA-06037,Los Angeles,California,22523,37908.57,377.61,36,44.29,0.44
2022-01-19,USA-06037,Los Angeles,California,32253,36748.57,366.05,59,47.29,0.47
2022-01-20,USA-06037,Los Angeles,California,41900,36314.0,361.73,101,42.43,0.42
2022-01-21,USA-06037,Los Angeles,California,43023,36676.57,365.34,64,45.13,0.45
2022-01-22,USA-06037,Los Angeles,California,39053,36304.71,361.63,71,58.43,0.58
2022-01-23,USA-06037,Los Angeles,California,26300,33799.29,336.68,63,60.14,0.6
2022-01-24,USA-06037,Los Angeles,California,25681,32961.86,328.33,27,60.14,0.6
2022-01-25,USA-06037,Los Angeles,California,20297,32643.86,325.17,33,59.71,0.59
2022-01-26,USA-06037,Los Angeles,California,20693,30992.43,308.72,90,64.14,0.64
2022-01-27,USA-06037,Los Angeles,California,25971,28716.86,286.05,85,61.86,0.62
2022-01-28,USA-06037,Los Angeles,California,23646,25948.71,258.48,101,67.14,0.67
2022-01-29,USA-06037,Los Angeles,California,21609,23456.71,233.65,70,67.0,0.67
2022-01-30,USA-06037,Los Angeles,California,16757,22093.43,220.07,37,63.29,0.63
2022-01-31,USA-06037,Los Angeles,California,10663,19948.0,198.7,40,65.14,0.65
2022-02-01,USA-06037,Los Angeles,California,8680,18288.43,182.17,35,65.43,0.65
2022-02-02,USA-06037,Los Angeles,California,15550,17553.71,174.85,101,67.0,0.67
2022-02-03,USA-06037,Los Angeles,California,11432,15476.71,154.16,96,68.57,0.68
2022-02-04,USA-06037,Los Angeles,California,15286,14282.43,142.27,85,66.29,0.66
2022-02-05,USA-06037,Los Angeles,California,9854,12603.14,125.54,84,68.29,0.68
2022-02-06,USA-06037,Los Angeles,California,6943,11201.14,111.58,64,72.14,0.72
2022-02-07,USA-06037,Los Angeles,California,4250,10285.0,102.45,29,70.57,0.7
2022-02-08,USA-06037,Los Angeles,California,4279,9656.29,96.19,49,72.57,0.72
2022-02-09,USA-06037,Los Angeles,California,5012,8150.86,81.19,103,72.86,0.73
2022-02-10,USA-06037,Los Angeles,California,6166,7398.57,73.7,81,70.71,0.7
2022-02-11,USA-06037,Los Angeles,California,5532,6005.14,59.82,74,69.14,0.69
2022-02-12,USA-06037,Los Angeles,California,4660,5263.14,52.43,82,68.86,0.69
2022-02-13,USA-06037,Los Angeles,California,4812,4958.71,49.39,56,67.71,0.67
2022-02-14,USA-06037,Los Angeles,California,2203,4666.29,46.48,26,67.29,0.67
2022-02-15,USA-06037,Los Angeles,California,2088,4353.29,43.36,52,67.71,0.67
2022-02-16,USA-06037,Los Angeles,California,3211,4096.0,40.8,101,67.43,0.67
2022-02-17,USA-06037,Los Angeles,California,3197,3671.86,36.58,65,65.14,0.65
2022-02-18,USA-06037,Los Angeles,California,4596,3538.14,35.24,70,64.57,0.64
2022-02-19,USA-06037,Los Angeles,California,3158,3323.57,33.11,84,64.86,0.65
2022-02-20,USA-06037,Los Angeles,California,2630,3011.86,30.0,56,64.86,0.65
2022-02-21,USA-06037,Los Angeles,California,1323,2886.14,28.75,20,64.0,0.64
2022-02-22,USA-06037,Los Angeles,California,1173,2755.43,27.45,35,61.57,0.61
2022-02-23,USA-06037,Los Angeles,California,1910,2569.57,25.6,36,52.29,0.52
2022-02-24,USA-06037,Los Angeles,California,1933,2389.0,23.8,72,53.29,0.53
2022-02-25,USA-06037,Los Angeles,California,2338,2066.43,20.58,68,53.0,0.53
2022-02-26,USA-06037,Los Angeles,California,2146,1921.86,19.14,63,50.0,0.5
2022-02-27,USA-06037,Los Angeles,California,0,1921.86,19.14,0,50.0,0.5
2022-02-28,USA-06037,Los Angeles,California,2784,1754.86,17.48,66,48.57,0.48
2022-03-01,USA-06037,Los Angeles,California,1068,1739.86,17.33,57,51.71,0.52
2022-03-02,USA-06037,Los Angeles,California,1541,1687.14,16.81,80,58.0,0.58
2022-03-03,USA-06037,Los Angeles,California,1572,1635.57,16.29,58,56.0,0.56
2022-03-04,USA-06037,Los Angeles,California,1382,1499.0,14.93,46,52.86,0.53
2022-03-05,USA-06037,Los Angeles,California,1353,1385.71,13.8,48,50.71,0.51
2022-03-06,USA-06037,Los Angeles,California,0,1385.71,13.8,0,50.71,0.51
2022-03-07,USA-06037,Los Angeles,California,1643,1222.71,12.18,41,47.14,0.47
2022-03-08,USA-06037,Los Angeles,California,830,1188.71,11.84,38,44.43,0.44
2022-03-09,USA-06037,Los Angeles,California,1108,1126.86,11.22,54,40.71,0.41
2022-03-10,USA-06037,Los Angeles,California,1352,1095.43,10.91,40,38.14,0.38
2022-03-11,USA-06037,Los Angeles,California,1899,1169.29,11.65,47,38.29,0.38
2022-03-12,USA-06037,Los Angeles,California,1556,1198.29,11.94,50,38.57,0.38
2022-03-13,USA-06037,Los Angeles,California,0,1198.29,11.94,0,38.57,0.38
2022-03-14,USA-06037,Los Angeles,California,1825,1224.29,12.2,40,38.43,0.38
2022-03-15,USA-06037,Los Angeles,California,720,1208.57,12.04,28,37.0,0.37
2022-03-16,USA-06037,Los Angeles,California,970,1188.86,11.84,29,33.43,0.33
2022-03-17,USA-06037,Los Angeles,California,1811,1254.43,12.5,36,32.86,0.33
2022-03-18,USA-06037,Los Angeles,California,2969,1114.29,11.1,35,31.14,0.31
2022-03-19,USA-06037,Los Angeles,California,3195,988.86,9.85,19,26.71,0.27
2022-03-20,USA-06037,Los Angeles,California,0,988.86,9.85,0,26.71,0.27
2022-03-21,USA-06037,Los Angeles,California,2069,1023.71,10.2,29,25.14,0.25
2022-03-22,USA-06037,Los Angeles,California,654,1014.29,10.1,17,23.57,0.23
2022-03-23,USA-06037,Los Angeles,California,851,997.29,9.93,27,23.29,0.23
2022-03-24,USA-06037,Los Angeles,California,874,863.43,8.6,26,21.86,0.22
2022-03-25,USA-06037,Los Angeles,California,1289,916.43,9.13,15,19.0,0.19
2022-03-26,USA-06037,Los Angeles,California,957,956.29,9.53,18,18.86,0.19
2022-03-27,USA-06037,Los Angeles,California,0,956.29,9.53,0,18.86,0.19
2022-03-28,USA-06037,Los Angeles,California,1055,811.43,8.08,25,18.29,0.18
2022-03-29,USA-06037,Los Angeles,California,552,796.86,7.94,7,16.86,0.17
2022-03-30,USA-06037,Los Angeles,California,1051,825.43,8.22,29,17.14,0.17
2022-03-31,USA-06037,Los Angeles,California,500,772.0,7.69,14,15.43,0.15
2022-04-01,USA-06037,Los Angeles,California,1111,746.57,7.44,14,15.29,0.15
2022-04-02,USA-06037,Los Angeles,California,0,746.57,7.44,0,15.29,0.15
2022-04-03,USA-06037,Los Angeles,California,0,746.57,7.44,0,15.29,0.15
2022-04-04,USA-06037,Los Angeles,California,2288,786.0,7.83,27,13.0,0.13
2022-04-05,USA-06037,Los Angeles,California,825,825.0,8.22,12,13.71,0.14
2022-04-06,USA-06037,Los Angeles,California,1012,819.43,8.16,17,12.0,0.12
2022-04-07,USA-06037,Los Angeles,California,1038,896.29,8.93,15,12.14,0.12
2022-04-08,USA-06037,Los Angeles,California,4119,1326.0,13.21,16,12.43,0.12
2022-04-09,USA-06037,Los Angeles,California,0,1326.0,13.21,0,12.43,0.12
2022-04-10,USA-06037,Los Angeles,California,0,1326.0,13.21,0,12.43,0.12
2022-04-11,USA-06037,Los Angeles,California,2704,1385.43,13.8,37,13.86,0.14
2022-04-12,USA-06037,Los Angeles,California,794,1381.0,13.76,12,13.86,0.14
2022-04-13,USA-06037,Los Angeles,California,933,1369.71,13.64,11,13.0,0.13
2022-04-14,USA-06037,Los Angeles,California,1155,1386.43,13.81,9,12.14,0.12
2022-04-15,USA-06037,Los Angeles,California,1295,983.0,9.79,13,11.71,0.12
2022-04-16,USA-06037,Los Angeles,California,0,983.0,9.79,0,11.71,0.12
2022-04-17,USA-06037,Los Angeles,California,0,983.0,9.79,0,11.71,0.12
2022-04-18,USA-06037,Los Angeles,California,3226,1057.57,10.53,20,9.29,0.09
